郵便局,ゆうびんきょく
夕,ゆうべ
有名,ゆうめい
床,ゆか
愉快,ゆかい
雪,ゆき
輸出,ゆしゅつ
ゆっくり,ゆっくり
茹,ゆでる
輸入,ゆにゅう
指,ゆび
指輪,ゆびわ
夢,ゆめ
緩,ゆるい
許,ゆるす
揺,ゆれる
夜,よ
酔,よう
用意,ようい
八日,ようか
要求,ようきゅう
用事,ようじ
用心,ようじん
様子,ようす
幼稚園,ようちえん
洋服,ようふく
ようやく,ようやく
よく,よく
避,よける
横,よこ
汚,よごす
汚,よごれる
予算,よさん
よそ,よそ
予想,よそう
四日,よっか
四,よっつ
予定,よてい
夜中,よなか
呼,よぶ
予防,よぼう
読,よむ
夜,よる
喜,よろこぶ
よろしい,よろしい
弱,よわい
四,よん
来月,らいげつ
来週,らいしゅう
来年,らいねん
楽,らく
ラジオ,らじお
乱暴,らんぼう
利益,りえき
理解,りかい
陸,りく
利巧,りこう
理想,りそう
利息,りそく
立派,りっぱ
理由,りゆう
留学,りゅうがく
流行,りゅうこう
量,りょう
利用,りよう
料金,りょうきん
両親,りょうしん
両方,りょうほう
料理,りょうり
旅館,りょかん
旅行,りょこう
理論,りろん
りんご,りんご
留守,るす
礼,れい
例外,れいがい
礼儀,れいぎ
歴史,れきし
列,れつ
恋愛,れんあい
練習,れんしゅう
連絡,れんらく
廊下,ろうか
老人,ろうじん
労働,ろうどう
字,ろーまじ
六,ろく
録音,ろくおん
論文,ろんぶん
ワイシャツ,わいしゃつ
若,わかい
沸,わかす
わがまま,わがまま
分,わかる
わかれる,わかれる
わく,わく
訳,わけ
分,わける
わざわざ,わざわざ
わずか,わずか
忘物,わすれもの
忘,わすれる
綿,わた
話題,わだい
私達,わたしたち
渡,わたす
渡,わたる
笑,わらう
わりあい に,わりあいに
割,わる
悪,わるい
割,われる
我々,われわれ
これら,これら
どちら,どちら
いつごろ,いつごろ
ごと,ごと
これまで,これまで
あす,あす
なんべん,なんべん
なのか,なのか
キロメートル,きろめーとる
センチメートル,せんちめーとる
ミリメートル,みりめーとる
キログラム,きろぐらむ
たち,たち
まで,まで
だけ,だけ
ばかり,ばかり
このかた,このかた
そのかた,そのかた
あのかた,あのかた
ばあさん,ばあさん
おかあさまさん,かあ
おじいさん,おじいさん
おばあさん,おばあさん
そばや,そばや
バター,ばたー
ベッド,べっど
インキ,いんき
インク,いんく
ほのお,ほのお
すすき,すすき
ちょうちょう,ちょうちょう
れ,れ
られ,られ
かぶり,かぶり
まじり,まじり
まぜ,まぜ
あり,あり
ございまし,ございまし
おり,おり
いらっしゃり,いらっしゃり
いり,いり
わき,わき
なくなり,なくなり
なくし,なくし
はずし,はずし
そろい,そろい
そろえ,そろえ
でき,でき
こわし,こわし
こみ,こみ
なおり,なおり
なおし,なおし
しまい,しまい
やみ,やみ
やめ,やめ
かたづけ,かたづけ
まわし,まわし
すわり,すわり
ころび,ころび
はめ,はめ
ひっこし,ひっこし
すべり,すべり
はやり,はやり
はいり,はいり
いれ,いれ
もれ,もれ
おろし,おろし
まとめ,まとめ
あけ,あけ
つなぎ,つなぎ
しばり,しばり
さわり,さわり
たたき,たたき
ひっぱり,ひっぱり
こすり,こすり
こわれ,こわれ
つぶれ,つぶれ
くずれ,くずれ
むき,むき
たまり,たまり
いたみ,いたみ
おこり,おこり
あわて,あわて
かわいがり,かわいがり
がんばり,がんばり
あきらめ,あきらめ
ならい,ならい
おぼえ,おぼえ
わかり,わかり
ためし,ためし
計測量,はかり
きまり,きまり
きめ,きめ
おっしゃり,おっしゃり
しゃべり,しゃべり
だまり,だまり
かせぎ,かせぎ
はき,はき
つかまえ,つかまえ
つかみ,つかみ
され,され
させられ,させられ
させ,させ
やり,やり
なさり,なさり
いたし,いたし
ことわり,ことわり
よけ,よけ
やとい,やとい
あやまり,あやまり
ほめ,ほめ
しかり,しかり
だまし,だまし
くれ,くれ
くださり,くださり
もらい,もらい
いただき,いただき
よごれ,よごれ
よごし,よごし
ゆで,ゆで
やせ,やせ
くさり,くさり
おも,おも
ちゃん,ちゃん
きちん,きちん
みたい,みたい
らし,らし
まま,まま
な,な
やさし,やさし
やす,やす
むずかし,むずかし
おかし,おかし
よろし,よろし
いけな,いけな
あぶな,あぶな
ひど,ひど
じき,じき
こまか,こまか
これだけ,これだけ
それだけ,それだけ
みんな,みんな
これくらい,これくらい
これほど,これほど
それほど,それほど
ずっ,ずっ
あまり,あまり
かゆ,かゆ
つまらな,つまらな
さびし,さびし
こわ,こわ
ありがた,ありがた
なつかし,なつかし
うらやまし,うらやまし
かわい,かわい
かわいらし,かわいらし
うるさ,うるさ
やかまし,やかまし
めでた,めでた
ずる,ずる
おとなし,おとなし
きびし,きびし
おいし,おいし
ばかりか,ばかりか
ただし,ただし
やはり,やはり
さすが,さすが
たとい,たとい
いいえ,いいえ
さよなら,さよなら
さようなら,さようなら
お,お
