surface,kana,source_id,reason,notes
"郵便番号","ゆうびんばんごう","ninjal-basic-vocab-2009","kana_length_out_of_range",""
"有料道路","ゆうりょうどうろ","ninjal-basic-vocab-2009","kana_length_out_of_range",""
"夜","よ","ninjal-basic-vocab-2009","kana_length_out_of_range",""
"羊毛工業","ようもうこうぎょう","ninjal-basic-vocab-2009","kana_length_out_of_range",""
"リゼッテおばあちゃん","りぜっておばあちゃん","ninjal-basic-vocab-2009","kana_length_out_of_range",""
"リゼットおばあさん","りぜっとおばあさん","ninjal-basic-vocab-2009","kana_length_out_of_range",""
"緑色植物","りょくしょくしょくぶつ","ninjal-basic-vocab-2009","kana_length_out_of_range",""
"零細経営","れいさいけいえい","ninjal-basic-vocab-2009","kana_length_out_of_range",""
"冷凍食品","れいとうしょくひん","ninjal-basic-vocab-2009","kana_length_out_of_range",""
"レクリエーション","れくりえーしょん","ninjal-basic-vocab-2009","kana_length_out_of_range",""
"レコードプレーヤー","れこーどぷれーやー","ninjal-basic-vocab-2009","kana_length_out_of_range",""
"レントゲン検査","れんとげんけんさ","ninjal-basic-vocab-2009","kana_length_out_of_range",""
"炉","ろ","ninjal-basic-vocab-2009","kana_length_out_of_range",""
"労働組合","ろうどうくみあい","ninjal-basic-vocab-2009","kana_length_out_of_range",""
"労働条件","ろうどうじょうけん","ninjal-basic-vocab-2009","kana_length_out_of_range",""
"わ","わ","ninjal-basic-vocab-2009","kana_length_out_of_range",""
"っ","あ","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"胃","い","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"一生懸命","いっしょうけんめい","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"いらっしゃいませ","いらっしゃいませ","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"絵","え","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"木","き","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"毛","け","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"下","げ","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"子","こ","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"五","ご","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"四","し","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"字","じ","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"図","ず","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"血","ち","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"茶","ちゃ","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"手","て","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"で","で","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"戸","と","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"度","ど","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"どういたしまして","どういたしまして","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"二","に","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"ね","ね","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"野","の","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"刃","は","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"日","ひ","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"実","み","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"め","め","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"湯","ゆ","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"夜","よ","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"れ","れ","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"な","な","ninjal-educational-vocab-1984","kana_length_out_of_range",""
"お","お","ninjal-educational-vocab-1984","kana_length_out_of_range",""
